"Cluster","Name","Class","SubClass","Element","code_raw","coel_code","iri"
1,"Personalcare",0,0,0,"1.0.0.0","1","http://w3id.org/coel/model/coel/2.0#1"
1,"Body",1,0,0,"1.1.0.0","1.1","http://w3id.org/coel/model/coel/2.0#1.1"
1,"Having a shower",1,1,0,"1.1.1.0","1.1.1","http://w3id.org/coel/model/coel/2.0#1.1.1"
1,"Turn on shower",1,1,1,"1.1.1.1","1.1.1.1","http://w3id.org/coel/model/coel/2.0#1.1.1.1"
1,"Test temperature",1,1,2,"1.1.1.2","1.1.1.2","http://w3id.org/coel/model/coel/2.0#1.1.1.2"
1,"Get wet",1,1,3,"1.1.1.3","1.1.1.3","http://w3id.org/coel/model/coel/2.0#1.1.1.3"
1,"Apply product",1,1,4,"1.1.1.4","1.1.1.4","http://w3id.org/coel/model/coel/2.0#1.1.1.4"
1,"Rinse",1,1,5,"1.1.1.5","1.1.1.5","http://w3id.org/coel/model/coel/2.0#1.1.1.5"
1,"Turn off shower",1,1,6,"1.1.1.6","1.1.1.6","http://w3id.org/coel/model/coel/2.0#1.1.1.6"
1,"Having a bath",1,2,0,"1.1.2.0","1.1.2","http://w3id.org/coel/model/coel/2.0#1.1.2"
1,"Run bath",1,2,1,"1.1.2.1","1.1.2.1","http://w3id.org/coel/model/coel/2.0#1.1.2.1"
1,"Add product",1,2,2,"1.1.2.2","1.1.2.2","http://w3id.org/coel/model/coel/2.0#1.1.2.2"
1,"Test temperature",1,2,3,"1.1.2.3","1.1.2.3","http://w3id.org/coel/model/coel/2.0#1.1.2.3"
1,"Scrub body",1,2,4,"1.1.2.4","1.1.2.4","http://w3id.org/coel/model/coel/2.0#1.1.2.4"
1,"Soak in bath",1,2,5,"1.1.2.5","1.1.2.5","http://w3id.org/coel/model/coel/2.0#1.1.2.5"
1,"Get out of bath",1,2,6,"1.1.2.6","1.1.2.6","http://w3id.org/coel/model/coel/2.0#1.1.2.6"
1,"Remove bath plug",1,2,7,"1.1.2.7","1.1.2.7","http://w3id.org/coel/model/coel/2.0#1.1.2.7"
1,"Rinse bath",1,2,8,"1.1.2.8","1.1.2.8","http://w3id.org/coel/model/coel/2.0#1.1.2.8"
1,"Rinse bath",1,2,9,"1.1.2.9","1.1.2.9","http://w3id.org/coel/model/coel/2.0#1.1.2.9"
1,"Drying your body",1,3,0,"1.1.3.0","1.1.3","http://w3id.org/coel/model/coel/2.0#1.1.3"
1,"Body",1,3,1,"1.1.3.1","1.1.3.1","http://w3id.org/coel/model/coel/2.0#1.1.3.1"
1,"Hands",1,3,2,"1.1.3.2","1.1.3.2","http://w3id.org/coel/model/coel/2.0#1.1.3.2"
1,"Arms",1,3,3,"1.1.3.3","1.1.3.3","http://w3id.org/coel/model/coel/2.0#1.1.3.3"
1,"Legs",1,3,4,"1.1.3.4","1.1.3.4","http://w3id.org/coel/model/coel/2.0#1.1.3.4"
1,"Genitalia",1,3,5,"1.1.3.5","1.1.3.5","http://w3id.org/coel/model/coel/2.0#1.1.3.5"
1,"Ears",1,3,6,"1.1.3.6","1.1.3.6","http://w3id.org/coel/model/coel/2.0#1.1.3.6"
1,"Your body skin care routine",1,4,0,"1.1.4.0","1.1.4","http://w3id.org/coel/model/coel/2.0#1.1.4"
1,"Apply moisturiser",1,4,1,"1.1.4.1","1.1.4.1","http://w3id.org/coel/model/coel/2.0#1.1.4.1"
1,"Exfoliate",1,4,2,"1.1.4.2","1.1.4.2","http://w3id.org/coel/model/coel/2.0#1.1.4.2"
1,"Body hair removal",1,5,0,"1.1.5.0","1.1.5","http://w3id.org/coel/model/coel/2.0#1.1.5"
1,"Legs",1,5,1,"1.1.5.1","1.1.5.1","http://w3id.org/coel/model/coel/2.0#1.1.5.1"
1,"Underarms",1,5,2,"1.1.5.2","1.1.5.2","http://w3id.org/coel/model/coel/2.0#1.1.5.2"
1,"Bikini line",1,5,3,"1.1.5.3","1.1.5.3","http://w3id.org/coel/model/coel/2.0#1.1.5.3"
1,"Chest",1,5,4,"1.1.5.4","1.1.5.4","http://w3id.org/coel/model/coel/2.0#1.1.5.4"
1,"Back",1,5,5,"1.1.5.5","1.1.5.5","http://w3id.org/coel/model/coel/2.0#1.1.5.5"
1,"Applying deodorant or antiperspirant",1,6,0,"1.1.6.0","1.1.6","http://w3id.org/coel/model/coel/2.0#1.1.6"
1,"Put on deodorant",1,6,1,"1.1.6.1","1.1.6.1","http://w3id.org/coel/model/coel/2.0#1.1.6.1"
1,"Put on antiperspirant",1,6,2,"1.1.6.2","1.1.6.2","http://w3id.org/coel/model/coel/2.0#1.1.6.2"
1,"Appling fragrance",1,7,0,"1.1.7.0","1.1.7","http://w3id.org/coel/model/coel/2.0#1.1.7"
1,"Put on perfume",1,7,1,"1.1.7.1","1.1.7.1","http://w3id.org/coel/model/coel/2.0#1.1.7.1"
1,"Put on body spray",1,7,2,"1.1.7.2","1.1.7.2","http://w3id.org/coel/model/coel/2.0#1.1.7.2"
1,"Face",2,0,0,"1.2.0.0","1.2","http://w3id.org/coel/model/coel/2.0#1.2"
1,"Washing and wiping your face",2,1,0,"1.2.1.0","1.2.1","http://w3id.org/coel/model/coel/2.0#1.2.1"
1,"Wash",2,1,1,"1.2.1.1","1.2.1.1","http://w3id.org/coel/model/coel/2.0#1.2.1.1"
1,"Wipe",2,1,2,"1.2.1.2","1.2.1.2","http://w3id.org/coel/model/coel/2.0#1.2.1.2"
1,"Cleansing and toning your face",2,2,0,"1.2.2.0","1.2.2","http://w3id.org/coel/model/coel/2.0#1.2.2"
1,"Cleanse",2,2,1,"1.2.2.1","1.2.2.1","http://w3id.org/coel/model/coel/2.0#1.2.2.1"
1,"Tone",2,2,2,"1.2.2.2","1.2.2.2","http://w3id.org/coel/model/coel/2.0#1.2.2.2"
1,"Shaving",2,3,0,"1.2.3.0","1.2.3","http://w3id.org/coel/model/coel/2.0#1.2.3"
1,"Apply shaving foam",2,3,1,"1.2.3.1","1.2.3.1","http://w3id.org/coel/model/coel/2.0#1.2.3.1"
1,"Rinse shaving foam",2,3,2,"1.2.3.2","1.2.3.2","http://w3id.org/coel/model/coel/2.0#1.2.3.2"
1,"Wet shave",2,3,3,"1.2.3.3","1.2.3.3","http://w3id.org/coel/model/coel/2.0#1.2.3.3"
1,"Use electric razor",2,3,4,"1.2.3.4","1.2.3.4","http://w3id.org/coel/model/coel/2.0#1.2.3.4"
1,"Clean razor",2,3,5,"1.2.3.5","1.2.3.5","http://w3id.org/coel/model/coel/2.0#1.2.3.5"
1,"Applying makeup",2,4,0,"1.2.4.0","1.2.4","http://w3id.org/coel/model/coel/2.0#1.2.4"
1,"Apply makeup",2,4,1,"1.2.4.1","1.2.4.1","http://w3id.org/coel/model/coel/2.0#1.2.4.1"
1,"Remove make up",2,4,2,"1.2.4.2","1.2.4.2","http://w3id.org/coel/model/coel/2.0#1.2.4.2"
1,"Your facial skin care routine",2,5,0,"1.2.5.0","1.2.5","http://w3id.org/coel/model/coel/2.0#1.2.5"
1,"Moisturise",2,5,1,"1.2.5.1","1.2.5.1","http://w3id.org/coel/model/coel/2.0#1.2.5.1"
1,"Apply face mask",2,5,2,"1.2.5.2","1.2.5.2","http://w3id.org/coel/model/coel/2.0#1.2.5.2"
1,"Remove face mask",2,5,3,"1.2.5.3","1.2.5.3","http://w3id.org/coel/model/coel/2.0#1.2.5.3"
1,"Exfoliate",2,5,4,"1.2.5.4","1.2.5.4","http://w3id.org/coel/model/coel/2.0#1.2.5.4"
1,"Bleach facial hair",2,5,5,"1.2.5.5","1.2.5.5","http://w3id.org/coel/model/coel/2.0#1.2.5.5"
1,"Appling fragrance",2,6,0,"1.2.6.0","1.2.6","http://w3id.org/coel/model/coel/2.0#1.2.6"
1,"Put on after shave",2,6,1,"1.2.6.1","1.2.6.1","http://w3id.org/coel/model/coel/2.0#1.2.6.1"
1,"Put on perfume",2,6,2,"1.2.6.2","1.2.6.2","http://w3id.org/coel/model/coel/2.0#1.2.6.2"
1,"Facial hair removal",2,7,0,"1.2.7.0","1.2.7","http://w3id.org/coel/model/coel/2.0#1.2.7"
1,"Pluck eyebrows",2,7,1,"1.2.7.1","1.2.7.1","http://w3id.org/coel/model/coel/2.0#1.2.7.1"
1,"Pluck hair from jaw",2,7,2,"1.2.7.2","1.2.7.2","http://w3id.org/coel/model/coel/2.0#1.2.7.2"
1,"Upper lip hair removal",2,7,3,"1.2.7.3","1.2.7.3","http://w3id.org/coel/model/coel/2.0#1.2.7.3"
1,"Pluck hair from chin",2,7,4,"1.2.7.4","1.2.7.4","http://w3id.org/coel/model/coel/2.0#1.2.7.4"
1,"Trim ear hair",2,7,5,"1.2.7.5","1.2.7.5","http://w3id.org/coel/model/coel/2.0#1.2.7.5"
1,"Remove nasal hair",2,7,6,"1.2.7.6","1.2.7.6","http://w3id.org/coel/model/coel/2.0#1.2.7.6"
1,"Hair",3,0,0,"1.3.0.0","1.3","http://w3id.org/coel/model/coel/2.0#1.3"
1,"Washing your hair",3,1,0,"1.3.1.0","1.3.1","http://w3id.org/coel/model/coel/2.0#1.3.1"
1,"Shampoo hair",3,1,1,"1.3.1.1","1.3.1.1","http://w3id.org/coel/model/coel/2.0#1.3.1.1"
1,"Massage hair and scalp",3,1,2,"1.3.1.2","1.3.1.2","http://w3id.org/coel/model/coel/2.0#1.3.1.2"
1,"Refreshing your hair",3,2,0,"1.3.2.0","1.3.2","http://w3id.org/coel/model/coel/2.0#1.3.2"
1,"Dry shampoo",3,2,1,"1.3.2.1","1.3.2.1","http://w3id.org/coel/model/coel/2.0#1.3.2.1"
1,"Wet hair",3,2,2,"1.3.2.2","1.3.2.2","http://w3id.org/coel/model/coel/2.0#1.3.2.2"
1,"Drying your hair",3,3,0,"1.3.3.0","1.3.3","http://w3id.org/coel/model/coel/2.0#1.3.3"
1,"Blow dry",3,3,1,"1.3.3.1","1.3.3.1","http://w3id.org/coel/model/coel/2.0#1.3.3.1"
1,"Towel dry",3,3,2,"1.3.3.2","1.3.3.2","http://w3id.org/coel/model/coel/2.0#1.3.3.2"
1,"Air dry",3,3,3,"1.3.3.3","1.3.3.3","http://w3id.org/coel/model/coel/2.0#1.3.3.3"
1,"Rough dry",3,3,4,"1.3.3.4","1.3.3.4","http://w3id.org/coel/model/coel/2.0#1.3.3.4"
1,"Colouring your hair",3,4,0,"1.3.4.0","1.3.4","http://w3id.org/coel/model/coel/2.0#1.3.4"
1,"Apply cream",3,4,1,"1.3.4.1","1.3.4.1","http://w3id.org/coel/model/coel/2.0#1.3.4.1"
1,"Apply bleach",3,4,2,"1.3.4.2","1.3.4.2","http://w3id.org/coel/model/coel/2.0#1.3.4.2"
1,"Apply foils",3,4,3,"1.3.4.3","1.3.4.3","http://w3id.org/coel/model/coel/2.0#1.3.4.3"
1,"Rinse out product",3,4,4,"1.3.4.4","1.3.4.4","http://w3id.org/coel/model/coel/2.0#1.3.4.4"
1,"Styling your hair",3,5,0,"1.3.5.0","1.3.5","http://w3id.org/coel/model/coel/2.0#1.3.5"
1,"Straighten",3,5,1,"1.3.5.1","1.3.5.1","http://w3id.org/coel/model/coel/2.0#1.3.5.1"
1,"Curl",3,5,2,"1.3.5.2","1.3.5.2","http://w3id.org/coel/model/coel/2.0#1.3.5.2"
1,"Tong",3,5,3,"1.3.5.3","1.3.5.3","http://w3id.org/coel/model/coel/2.0#1.3.5.3"
1,"Comb",3,5,4,"1.3.5.4","1.3.5.4","http://w3id.org/coel/model/coel/2.0#1.3.5.4"
1,"Brush",3,5,5,"1.3.5.5","1.3.5.5","http://w3id.org/coel/model/coel/2.0#1.3.5.5"
1,"Hot rollers",3,5,6,"1.3.5.6","1.3.5.6","http://w3id.org/coel/model/coel/2.0#1.3.5.6"
1,"Put hair up",3,5,7,"1.3.5.7","1.3.5.7","http://w3id.org/coel/model/coel/2.0#1.3.5.7"
1,"Plait hair",3,5,8,"1.3.5.8","1.3.5.8","http://w3id.org/coel/model/coel/2.0#1.3.5.8"
1,"Conditioning hair",3,6,0,"1.3.6.0","1.3.6","http://w3id.org/coel/model/coel/2.0#1.3.6"
1,"Apply conditioner",3,6,1,"1.3.6.1","1.3.6.1","http://w3id.org/coel/model/coel/2.0#1.3.6.1"
1,"Leave on treatment",3,6,2,"1.3.6.2","1.3.6.2","http://w3id.org/coel/model/coel/2.0#1.3.6.2"
1,"Rinse off treatment",3,6,3,"1.3.6.3","1.3.6.3","http://w3id.org/coel/model/coel/2.0#1.3.6.3"
1,"Apply hair serum",3,6,4,"1.3.6.4","1.3.6.4","http://w3id.org/coel/model/coel/2.0#1.3.6.4"
1,"Cutting your hair",3,7,0,"1.3.7.0","1.3.7","http://w3id.org/coel/model/coel/2.0#1.3.7"
1,"Feather cut hair",3,7,1,"1.3.7.1","1.3.7.1","http://w3id.org/coel/model/coel/2.0#1.3.7.1"
1,"Bang trimming",3,7,2,"1.3.7.2","1.3.7.2","http://w3id.org/coel/model/coel/2.0#1.3.7.2"
1,"Use clippers",3,7,3,"1.3.7.3","1.3.7.3","http://w3id.org/coel/model/coel/2.0#1.3.7.3"
1,"Oral",4,0,0,"1.4.0.0","1.4","http://w3id.org/coel/model/coel/2.0#1.4"
1,"Cleaning your teeth",4,1,0,"1.4.1.0","1.4.1","http://w3id.org/coel/model/coel/2.0#1.4.1"
1,"Apply paste",4,1,1,"1.4.1.1","1.4.1.1","http://w3id.org/coel/model/coel/2.0#1.4.1.1"
1,"Brush teeth with manual brush",4,1,2,"1.4.1.2","1.4.1.2","http://w3id.org/coel/model/coel/2.0#1.4.1.2"
1,"Brush teeth with electric brush",4,1,3,"1.4.1.3","1.4.1.3","http://w3id.org/coel/model/coel/2.0#1.4.1.3"
1,"Rinse mouth",4,1,4,"1.4.1.4","1.4.1.4","http://w3id.org/coel/model/coel/2.0#1.4.1.4"
1,"Inspect teeth",4,1,5,"1.4.1.5","1.4.1.5","http://w3id.org/coel/model/coel/2.0#1.4.1.5"
1,"Using mouthwash",4,2,0,"1.4.2.0","1.4.2","http://w3id.org/coel/model/coel/2.0#1.4.2"
1,"Decant mouthwash into lid",4,2,1,"1.4.2.1","1.4.2.1","http://w3id.org/coel/model/coel/2.0#1.4.2.1"
1,"Swirl around mouth",4,2,2,"1.4.2.2","1.4.2.2","http://w3id.org/coel/model/coel/2.0#1.4.2.2"
1,"Spit out mouth wash",4,2,3,"1.4.2.3","1.4.2.3","http://w3id.org/coel/model/coel/2.0#1.4.2.3"
1,"Flossing",4,3,0,"1.4.3.0","1.4.3","http://w3id.org/coel/model/coel/2.0#1.4.3"
1,"Use floss sticks",4,3,1,"1.4.3.1","1.4.3.1","http://w3id.org/coel/model/coel/2.0#1.4.3.1"
1,"Cut off a length of floss",4,3,2,"1.4.3.2","1.4.3.2","http://w3id.org/coel/model/coel/2.0#1.4.3.2"
1,"Wrap around fingers",4,3,3,"1.4.3.3","1.4.3.3","http://w3id.org/coel/model/coel/2.0#1.4.3.3"
1,"Slide floss between teeth",4,3,4,"1.4.3.4","1.4.3.4","http://w3id.org/coel/model/coel/2.0#1.4.3.4"
1,"Inspect teeth",4,3,5,"1.4.3.5","1.4.3.5","http://w3id.org/coel/model/coel/2.0#1.4.3.5"
1,"Cleaning tongue and cheek",4,4,0,"1.4.4.0","1.4.4","http://w3id.org/coel/model/coel/2.0#1.4.4"
1,"Scrape tongue",4,4,1,"1.4.4.1","1.4.4.1","http://w3id.org/coel/model/coel/2.0#1.4.4.1"
1,"Brush tongue",4,4,2,"1.4.4.2","1.4.4.2","http://w3id.org/coel/model/coel/2.0#1.4.4.2"
1,"Scrape cheek",4,4,3,"1.4.4.3","1.4.4.3","http://w3id.org/coel/model/coel/2.0#1.4.4.3"
1,"Brush cheek",4,4,4,"1.4.4.4","1.4.4.4","http://w3id.org/coel/model/coel/2.0#1.4.4.4"
1,"Rinse mouth",4,4,5,"1.4.4.5","1.4.4.5","http://w3id.org/coel/model/coel/2.0#1.4.4.5"
1,"Cleaning dentures",4,5,0,"1.4.5.0","1.4.5","http://w3id.org/coel/model/coel/2.0#1.4.5"
1,"Remove dentures",4,5,1,"1.4.5.1","1.4.5.1","http://w3id.org/coel/model/coel/2.0#1.4.5.1"
1,"Brush dentures",4,5,2,"1.4.5.2","1.4.5.2","http://w3id.org/coel/model/coel/2.0#1.4.5.2"
1,"Soak dentures",4,5,3,"1.4.5.3","1.4.5.3","http://w3id.org/coel/model/coel/2.0#1.4.5.3"
1,"Rinse dentures",4,5,4,"1.4.5.4","1.4.5.4","http://w3id.org/coel/model/coel/2.0#1.4.5.4"
1,"Freshening breath",4,6,0,"1.4.6.0","1.4.6","http://w3id.org/coel/model/coel/2.0#1.4.6"
1,"Spray breath fresher",4,6,1,"1.4.6.1","1.4.6.1","http://w3id.org/coel/model/coel/2.0#1.4.6.1"
1,"Chew gum",4,6,2,"1.4.6.2","1.4.6.2","http://w3id.org/coel/model/coel/2.0#1.4.6.2"
1,"Cleaning tooth braces",4,7,0,"1.4.7.0","1.4.7","http://w3id.org/coel/model/coel/2.0#1.4.7"
1,"Brush braces",4,7,1,"1.4.7.1","1.4.7.1","http://w3id.org/coel/model/coel/2.0#1.4.7.1"
1,"Rinse braces",4,7,2,"1.4.7.2","1.4.7.2","http://w3id.org/coel/model/coel/2.0#1.4.7.2"
1,"Hands and feet",5,0,0,"1.5.0.0","1.5","http://w3id.org/coel/model/coel/2.0#1.5"
1,"Washing hands and feet",5,1,0,"1.5.1.0","1.5.1","http://w3id.org/coel/model/coel/2.0#1.5.1"
1,"Hands",5,1,1,"1.5.1.1","1.5.1.1","http://w3id.org/coel/model/coel/2.0#1.5.1.1"
1,"Feet",5,1,2,"1.5.1.2","1.5.1.2","http://w3id.org/coel/model/coel/2.0#1.5.1.2"
1,"Fingernails",5,1,3,"1.5.1.3","1.5.1.3","http://w3id.org/coel/model/coel/2.0#1.5.1.3"
1,"Toenails",5,1,4,"1.5.1.4","1.5.1.4","http://w3id.org/coel/model/coel/2.0#1.5.1.4"
1,"Fingers",5,1,5,"1.5.1.5","1.5.1.5","http://w3id.org/coel/model/coel/2.0#1.5.1.5"
1,"Toes",5,1,6,"1.5.1.6","1.5.1.6","http://w3id.org/coel/model/coel/2.0#1.5.1.6"
1,"Manicure",5,2,0,"1.5.2.0","1.5.2","http://w3id.org/coel/model/coel/2.0#1.5.2"
1,"File nails",5,2,1,"1.5.2.1","1.5.2.1","http://w3id.org/coel/model/coel/2.0#1.5.2.1"
1,"Trim nails",5,2,2,"1.5.2.2","1.5.2.2","http://w3id.org/coel/model/coel/2.0#1.5.2.2"
1,"Apply nail polish",5,2,3,"1.5.2.3","1.5.2.3","http://w3id.org/coel/model/coel/2.0#1.5.2.3"
1,"Remove nail polish",5,2,4,"1.5.2.4","1.5.2.4","http://w3id.org/coel/model/coel/2.0#1.5.2.4"
1,"Dry nails",5,2,5,"1.5.2.5","1.5.2.5","http://w3id.org/coel/model/coel/2.0#1.5.2.5"
1,"Trim cuticles",5,2,6,"1.5.2.6","1.5.2.6","http://w3id.org/coel/model/coel/2.0#1.5.2.6"
1,"Dry nails",5,2,7,"1.5.2.7","1.5.2.7","http://w3id.org/coel/model/coel/2.0#1.5.2.7"
1,"Moisturising",5,3,0,"1.5.3.0","1.5.3","http://w3id.org/coel/model/coel/2.0#1.5.3"
1,"Hands",5,3,1,"1.5.3.1","1.5.3.1","http://w3id.org/coel/model/coel/2.0#1.5.3.1"
1,"Feet",5,3,2,"1.5.3.2","1.5.3.2","http://w3id.org/coel/model/coel/2.0#1.5.3.2"
1,"Fingernails",5,3,3,"1.5.3.3","1.5.3.3","http://w3id.org/coel/model/coel/2.0#1.5.3.3"
1,"Toenails",5,3,4,"1.5.3.4","1.5.3.4","http://w3id.org/coel/model/coel/2.0#1.5.3.4"
1,"Heels",5,3,5,"1.5.3.5","1.5.3.5","http://w3id.org/coel/model/coel/2.0#1.5.3.5"
1,"Exfoliating hands and feet",5,4,0,"1.5.4.0","1.5.4","http://w3id.org/coel/model/coel/2.0#1.5.4"
1,"Remove hard skin",5,4,1,"1.5.4.1","1.5.4.1","http://w3id.org/coel/model/coel/2.0#1.5.4.1"
1,"Scrub",5,4,2,"1.5.4.2","1.5.4.2","http://w3id.org/coel/model/coel/2.0#1.5.4.2"
1,"Applying deodorant or antiperspirent",5,5,0,"1.5.5.0","1.5.5","http://w3id.org/coel/model/coel/2.0#1.5.5"
1,"Apply deodorant",5,5,1,"1.5.5.1","1.5.5.1","http://w3id.org/coel/model/coel/2.0#1.5.5.1"
1,"Apply antiperspirant",5,5,2,"1.5.5.2","1.5.5.2","http://w3id.org/coel/model/coel/2.0#1.5.5.2"
1,"Dressing",6,0,0,"1.6.0.0","1.6","http://w3id.org/coel/model/coel/2.0#1.6"
1,"Putting clothes on",6,1,0,"1.6.1.0","1.6.1","http://w3id.org/coel/model/coel/2.0#1.6.1"
1,"Put arms in",6,1,1,"1.6.1.1","1.6.1.1","http://w3id.org/coel/model/coel/2.0#1.6.1.1"
1,"Pull down over body",6,1,2,"1.6.1.2","1.6.1.2","http://w3id.org/coel/model/coel/2.0#1.6.1.2"
1,"Put legs in",6,1,3,"1.6.1.3","1.6.1.3","http://w3id.org/coel/model/coel/2.0#1.6.1.3"
1,"Pull up",6,1,4,"1.6.1.4","1.6.1.4","http://w3id.org/coel/model/coel/2.0#1.6.1.4"
1,"Put feet in",6,1,5,"1.6.1.5","1.6.1.5","http://w3id.org/coel/model/coel/2.0#1.6.1.5"
1,"Put hands in",6,1,6,"1.6.1.6","1.6.1.6","http://w3id.org/coel/model/coel/2.0#1.6.1.6"
1,"Wrap around neck",6,1,7,"1.6.1.7","1.6.1.7","http://w3id.org/coel/model/coel/2.0#1.6.1.7"
1,"Pull over ears",6,1,8,"1.6.1.8","1.6.1.8","http://w3id.org/coel/model/coel/2.0#1.6.1.8"
1,"Fastening clothes",6,2,0,"1.6.2.0","1.6.2","http://w3id.org/coel/model/coel/2.0#1.6.2"
1,"Tie",6,2,1,"1.6.2.1","1.6.2.1","http://w3id.org/coel/model/coel/2.0#1.6.2.1"
1,"Button up",6,2,2,"1.6.2.2","1.6.2.2","http://w3id.org/coel/model/coel/2.0#1.6.2.2"
1,"Zip up",6,2,3,"1.6.2.3","1.6.2.3","http://w3id.org/coel/model/coel/2.0#1.6.2.3"
1,"Popper",6,2,4,"1.6.2.4","1.6.2.4","http://w3id.org/coel/model/coel/2.0#1.6.2.4"
1,"Velcro",6,2,5,"1.6.2.5","1.6.2.5","http://w3id.org/coel/model/coel/2.0#1.6.2.5"
1,"Hook and eye",6,2,6,"1.6.2.6","1.6.2.6","http://w3id.org/coel/model/coel/2.0#1.6.2.6"
1,"Fasten belt",6,2,7,"1.6.2.7","1.6.2.7","http://w3id.org/coel/model/coel/2.0#1.6.2.7"
1,"Attach braces",6,2,8,"1.6.2.8","1.6.2.8","http://w3id.org/coel/model/coel/2.0#1.6.2.8"
1,"Toggle",6,2,9,"1.6.2.9","1.6.2.9","http://w3id.org/coel/model/coel/2.0#1.6.2.9"
1,"Taking clothes off",6,3,0,"1.6.3.0","1.6.3","http://w3id.org/coel/model/coel/2.0#1.6.3"
1,"Pull over head",6,3,1,"1.6.3.1","1.6.3.1","http://w3id.org/coel/model/coel/2.0#1.6.3.1"
1,"Take arms out",6,3,2,"1.6.3.2","1.6.3.2","http://w3id.org/coel/model/coel/2.0#1.6.3.2"
1,"Pull off body",6,3,3,"1.6.3.3","1.6.3.3","http://w3id.org/coel/model/coel/2.0#1.6.3.3"
1,"Take legs out",6,3,4,"1.6.3.4","1.6.3.4","http://w3id.org/coel/model/coel/2.0#1.6.3.4"
1,"Pull off",6,3,5,"1.6.3.5","1.6.3.5","http://w3id.org/coel/model/coel/2.0#1.6.3.5"
1,"Take feet out",6,3,6,"1.6.3.6","1.6.3.6","http://w3id.org/coel/model/coel/2.0#1.6.3.6"
1,"Take hands out",6,3,7,"1.6.3.7","1.6.3.7","http://w3id.org/coel/model/coel/2.0#1.6.3.7"
1,"Take off neck",6,3,8,"1.6.3.8","1.6.3.8","http://w3id.org/coel/model/coel/2.0#1.6.3.8"
1,"Pull off ears",6,3,9,"1.6.3.9","1.6.3.9","http://w3id.org/coel/model/coel/2.0#1.6.3.9"
1,"Bodily functions",7,0,0,"1.7.0.0","1.7","http://w3id.org/coel/model/coel/2.0#1.7"
1,"Urination",7,1,0,"1.7.1.0","1.7.1","http://w3id.org/coel/model/coel/2.0#1.7.1"
1,"Bed wetting",7,1,1,"1.7.1.1","1.7.1.1","http://w3id.org/coel/model/coel/2.0#1.7.1.1"
1,"Toilet accident",7,1,2,"1.7.1.2","1.7.1.2","http://w3id.org/coel/model/coel/2.0#1.7.1.2"
1,"Urinary incontinence",7,1,3,"1.7.1.3","1.7.1.3","http://w3id.org/coel/model/coel/2.0#1.7.1.3"
1,"Going to the toilet",7,1,4,"1.7.1.4","1.7.1.4","http://w3id.org/coel/model/coel/2.0#1.7.1.4"
1,"Defecation",7,2,0,"1.7.2.0","1.7.2","http://w3id.org/coel/model/coel/2.0#1.7.2"
1,"Potty training",7,2,1,"1.7.2.1","1.7.2.1","http://w3id.org/coel/model/coel/2.0#1.7.2.1"
1,"Toilet accident",7,2,2,"1.7.2.2","1.7.2.2","http://w3id.org/coel/model/coel/2.0#1.7.2.2"
1,"Uncontrollable bowel movement",7,2,3,"1.7.2.3","1.7.2.3","http://w3id.org/coel/model/coel/2.0#1.7.2.3"
1,"Going to the toilet",7,2,4,"1.7.2.4","1.7.2.4","http://w3id.org/coel/model/coel/2.0#1.7.2.4"
1,"Menstruation",7,3,0,"1.7.3.0","1.7.3","http://w3id.org/coel/model/coel/2.0#1.7.3"
1,"Loss of menstrual fluid",7,3,1,"1.7.3.1","1.7.3.1","http://w3id.org/coel/model/coel/2.0#1.7.3.1"
1,"Heavy period",7,3,2,"1.7.3.2","1.7.3.2","http://w3id.org/coel/model/coel/2.0#1.7.3.2"
1,"Light period",7,3,3,"1.7.3.3","1.7.3.3","http://w3id.org/coel/model/coel/2.0#1.7.3.3"
1,"Blood clotting during menstruation",7,3,4,"1.7.3.4","1.7.3.4","http://w3id.org/coel/model/coel/2.0#1.7.3.4"
1,"Ejaculation",7,4,0,"1.7.4.0","1.7.4","http://w3id.org/coel/model/coel/2.0#1.7.4"
1,"Ejaculate",7,4,1,"1.7.4.1","1.7.4.1","http://w3id.org/coel/model/coel/2.0#1.7.4.1"
2,"Childcare",0,0,0,"2.0.0.0","2","http://w3id.org/coel/model/coel/2.0#2"
2,"Feeding",1,0,0,"2.1.0.0","2.1","http://w3id.org/coel/model/coel/2.0#2.1"
2,"Breast feeding",1,1,0,"2.1.1.0","2.1.1","http://w3id.org/coel/model/coel/2.0#2.1.1"
2,"Baby rooting",1,1,2,"2.1.1.2","2.1.1.2","http://w3id.org/coel/model/coel/2.0#2.1.1.2"
2,"Latching on",1,1,3,"2.1.1.3","2.1.1.3","http://w3id.org/coel/model/coel/2.0#2.1.1.3"
2,"Swap breasts",1,1,4,"2.1.1.4","2.1.1.4","http://w3id.org/coel/model/coel/2.0#2.1.1.4"
2,"Wind baby",1,1,5,"2.1.1.5","2.1.1.5","http://w3id.org/coel/model/coel/2.0#2.1.1.5"
2,"Express milk",1,1,6,"2.1.1.6","2.1.1.6","http://w3id.org/coel/model/coel/2.0#2.1.1.6"
2,"Prevent posseting",1,1,7,"2.1.1.7","2.1.1.7","http://w3id.org/coel/model/coel/2.0#2.1.1.7"
2,"Bottle feeding children",1,2,0,"2.1.2.0","2.1.2","http://w3id.org/coel/model/coel/2.0#2.1.2"
2,"Sterilise",1,2,1,"2.1.2.1","2.1.2.1","http://w3id.org/coel/model/coel/2.0#2.1.2.1"
