"coel","sumdur","duration_s","label","duration_h"
"https://w3id.org/coel/models/coel/2.0#14.9.3.2",91687,91687,"Active",25.4686111111111
"https://w3id.org/coel/models/coel/2.0#13.1",41513,41513,"Asleep",11.5313888888889
