"index","AtomID","start_utc","end_utc","duration_sec","label","exceeds_left","exceeds_right"
89575,"111853_1749724462_1_4032059#1749720877#72#Active",1749720877,1749720949,72,"Active",FALSE,FALSE
89576,"111853_1749724462_1_4032059#1749720949#18#Sedentary",1749720949,1749720967,18,"Sedentary",FALSE,FALSE
89577,"111853_1749724462_1_4032059#1749720967#54#Active",1749720967,1749721021,54,"Active",FALSE,FALSE
89578,"111853_1749724462_1_4032059#1749721021#27#Sedentary",1749721021,1749721048,27,"Sedentary",FALSE,FALSE
89579,"111853_1749724462_1_4032059#1749721048#32#Sedentary",1749721048,1749721080,32,"Sedentary",FALSE,FALSE
89580,"111853_1749724462_1_4032059#1749721080#9#Sedentary",1749721080,1749721089,9,"Sedentary",FALSE,FALSE
89581,"111853_1749724462_1_4032059#1749721089#47#Sedentary",1749721089,1749721136,47,"Sedentary",FALSE,FALSE
89582,"111853_1749724462_1_4032059#1749721136#19#Sedentary",1749721136,1749721155,19,"Sedentary",FALSE,FALSE
89583,"111853_1749724462_1_4032059#1749721155#30#Sedentary",1749721155,1749721185,30,"Sedentary",FALSE,FALSE
89584,"111853_1749724462_1_4032059#1749721185#18#Sedentary",1749721185,1749721203,18,"Sedentary",FALSE,FALSE
89585,"111853_1749724462_1_4032059#1749721203#75#Sedentary",1749721203,1749721278,75,"Sedentary",FALSE,FALSE
89586,"111853_1749724462_1_4032059#1749721278#33#Sedentary",1749721278,1749721311,33,"Sedentary",FALSE,FALSE
89587,"111853_1749724462_1_4032059#1749721311#37#Sedentary",1749721311,1749721348,37,"Sedentary",FALSE,FALSE
89588,"111853_1749724462_1_4032059#1749721348#28#Sedentary",1749721348,1749721376,28,"Sedentary",FALSE,FALSE
89589,"111853_1749724462_1_4032059#1749721376#86#Sedentary",1749721376,1749721462,86,"Sedentary",FALSE,FALSE
89590,"111853_1749724462_1_4032059#1749721462#37#Sedentary",1749721462,1749721499,37,"Sedentary",FALSE,FALSE
89591,"111853_1749724462_1_4032059#1749721499#70#Sedentary",1749721499,1749721569,70,"Sedentary",FALSE,FALSE
89592,"111853_1749724462_1_4032059#1749721569#152#Active",1749721569,1749721721,152,"Active",FALSE,FALSE
89593,"111853_1749724462_1_4032059#1749721721#49#Active",1749721721,1749721770,49,"Active",FALSE,FALSE
89594,"111853_1749724462_1_4032059#1749721770#63#SlowWalk",1749721770,1749721833,63,"SlowWalk",FALSE,FALSE
89595,"111853_1749724462_1_4032059#1749721833#23#Active",1749721833,1749721856,23,"Active",FALSE,FALSE
89596,"111853_1749724462_1_4032059#1749721856#16#SlowWalk",1749721856,1749721872,16,"SlowWalk",FALSE,FALSE
89597,"111853_1749724462_1_4032059#1749721872#141#SlowWalk",1749721872,1749722013,141,"SlowWalk",FALSE,FALSE
89598,"111853_1749724462_1_4032059#1749722013#31#Sedentary",1749722013,1749722044,31,"Sedentary",FALSE,FALSE
89599,"111853_1749724462_1_4032059#1749722044#16#Sedentary",1749722044,1749722060,16,"Sedentary",FALSE,FALSE
89600,"111853_1749724462_1_4032059#1749722060#10#Sedentary",1749722060,1749722070,10,"Sedentary",FALSE,FALSE
89601,"111853_1749724462_1_4032059#1749722070#41#Active",1749722070,1749722111,41,"Active",FALSE,FALSE
89602,"111853_1749724462_1_4032059#1749722111#47#Sedentary",1749722111,1749722158,47,"Sedentary",FALSE,FALSE
89603,"111853_1749724462_1_4032059#1749722158#16#Active",1749722158,1749722174,16,"Active",FALSE,FALSE
89604,"111853_1749724462_1_4032059#1749722174#31#Sedentary",1749722174,1749722205,31,"Sedentary",FALSE,FALSE
89605,"111853_1749724462_1_4032059#1749722205#45#Sedentary",1749722205,1749722250,45,"Sedentary",FALSE,FALSE
89606,"111853_1749724462_1_4032059#1749722250#33#Sedentary",1749722250,1749722283,33,"Sedentary",FALSE,FALSE
89607,"111853_1749724462_1_4032059#1749722283#32#Sedentary",1749722283,1749722315,32,"Sedentary",FALSE,FALSE
89608,"111853_1749724462_1_4032059#1749722315#25#Sedentary",1749722315,1749722340,25,"Sedentary",FALSE,FALSE
89609,"111853_1749724462_1_4032059#1749722340#27#Sedentary",1749722340,1749722367,27,"Sedentary",FALSE,FALSE
89610,"111853_1749724462_1_4032059#1749722367#6#Sedentary",1749722367,1749722373,6,"Sedentary",FALSE,FALSE
89611,"111853_1749724462_1_4032059#1749722373#29#Sedentary",1749722373,1749722402,29,"Sedentary",FALSE,FALSE
89612,"111853_1749724462_1_4032059#1749722402#28#Sedentary",1749722402,1749722430,28,"Sedentary",FALSE,FALSE
89613,"111853_1749724462_1_4032059#1749722430#11#Sedentary",1749722430,1749722441,11,"Sedentary",FALSE,FALSE
89614,"111853_1749724462_1_4032059#1749722441#10#Sedentary",1749722441,1749722451,10,"Sedentary",FALSE,FALSE
89615,"111853_1749724462_1_4032059#1749722451#14#Sedentary",1749722451,1749722465,14,"Sedentary",FALSE,FALSE
89616,"111853_1749724462_1_4032059#1749722465#26#Sedentary",1749722465,1749722491,26,"Sedentary",FALSE,FALSE
89617,"111853_1749724462_1_4032059#1749722491#15#Sedentary",1749722491,1749722506,15,"Sedentary",FALSE,FALSE
89618,"111853_1749724462_1_4032059#1749722506#34#Sedentary",1749722506,1749722540,34,"Sedentary",FALSE,FALSE
89619,"111853_1749724462_1_4032059#1749722540#43#Sedentary",1749722540,1749722583,43,"Sedentary",FALSE,FALSE
89620,"111853_1749724462_1_4032059#1749722583#95#Sedentary",1749722583,1749722678,95,"Sedentary",FALSE,FALSE
89621,"111853_1749724462_1_4032059#1749722678#40#Sedentary",1749722678,1749722718,40,"Sedentary",FALSE,FALSE
89622,"111853_1749724462_1_4032059#1749722718#44#Sedentary",1749722718,1749722762,44,"Sedentary",FALSE,FALSE
89623,"111853_1749724462_1_4032059#1749722762#8#Sedentary",1749722762,1749722770,8,"Sedentary",FALSE,FALSE
89624,"111853_1749724462_1_4032059#1749722770#15#Sedentary",1749722770,1749722785,15,"Sedentary",FALSE,FALSE
89625,"111853_1749724462_1_4032059#1749722785#14#Sedentary",1749722785,1749722799,14,"Sedentary",FALSE,FALSE
89626,"111853_1749724462_1_4032059#1749722799#78#Sedentary",1749722799,1749722877,78,"Sedentary",FALSE,FALSE
89627,"111853_1749724462_1_4032059#1749722877#126#Sedentary",1749722877,1749723003,126,"Sedentary",FALSE,FALSE
89628,"111853_1749724462_1_4032059#1749723003#9#Sedentary",1749723003,1749723012,9,"Sedentary",FALSE,FALSE
89629,"111853_1749724462_1_4032059#1749723012#19#Sedentary",1749723012,1749723031,19,"Sedentary",FALSE,FALSE
89630,"111853_1749724462_1_4032059#1749723031#11#Sedentary",1749723031,1749723042,11,"Sedentary",FALSE,FALSE
89631,"111853_1749724462_1_4032059#1749723042#60#Sedentary",1749723042,1749723102,60,"Sedentary",FALSE,FALSE
89632,"111853_1749724462_1_4032059#1749723102#8#Sedentary",1749723102,1749723110,8,"Sedentary",FALSE,FALSE
89633,"111853_1749724462_1_4032059#1749723110#7#Sedentary",1749723110,1749723117,7,"Sedentary",FALSE,FALSE
89634,"111853_1749724462_1_4032059#1749723117#160#Sedentary",1749723117,1749723277,160,"Sedentary",FALSE,FALSE
89635,"111853_1749724462_1_4032059#1749723277#57#Sedentary",1749723277,1749723334,57,"Sedentary",FALSE,FALSE
89636,"111853_1749724462_1_4032059#1749723334#36#Sedentary",1749723334,1749723370,36,"Sedentary",FALSE,FALSE
89637,"111853_1749724462_1_4032059#1749723370#10#Sedentary",1749723370,1749723380,10,"Sedentary",FALSE,FALSE
89638,"111853_1749724462_1_4032059#1749723380#9#Sedentary",1749723380,1749723389,9,"Sedentary",FALSE,FALSE
89639,"111853_1749724462_1_4032059#1749723389#18#Sedentary",1749723389,1749723407,18,"Sedentary",FALSE,FALSE
89640,"111853_1749724462_1_4032059#1749723407#52#Active",1749723407,1749723459,52,"Active",FALSE,FALSE
89641,"111853_1749724462_1_4032059#1749723459#42#Sedentary",1749723459,1749723501,42,"Sedentary",FALSE,FALSE
89642,"111853_1749724462_1_4032059#1749723501#22#Sedentary",1749723501,1749723523,22,"Sedentary",FALSE,FALSE
89643,"111853_1749724462_1_4032059#1749723523#26#Active",1749723523,1749723549,26,"Active",FALSE,FALSE
89644,"111853_1749724462_1_4032059#1749723549#6#Active",1749723549,1749723555,6,"Active",FALSE,FALSE
89645,"111853_1749724462_1_4032059#1749723555#10#Sedentary",1749723555,1749723565,10,"Sedentary",FALSE,FALSE
89646,"111853_1749724462_1_4032059#1749723565#11#Sedentary",1749723565,1749723576,11,"Sedentary",FALSE,FALSE
89647,"111853_1749724462_1_4032059#1749723576#47#Active",1749723576,1749723623,47,"Active",FALSE,FALSE
89648,"111853_1749724462_1_4032059#1749723623#17#Active",1749723623,1749723640,17,"Active",FALSE,FALSE
89649,"111853_1749724462_1_4032059#1749723640#20#Sedentary",1749723640,1749723660,20,"Sedentary",FALSE,FALSE
89650,"111853_1749724462_1_4032059#1749723660#27#Active",1749723660,1749723687,27,"Active",FALSE,FALSE
89651,"111853_1749724462_1_4032059#1749723687#43#Active",1749723687,1749723730,43,"Active",FALSE,FALSE
89652,"111853_1749724462_1_4032059#1749723730#100#SlowWalk",1749723730,1749723830,100,"SlowWalk",FALSE,FALSE
89653,"111853_1749724462_1_4032059#1749723830#38#Sedentary",1749723830,1749723868,38,"Sedentary",FALSE,FALSE
89654,"111853_1749724462_1_4032059#1749723868#5#Sedentary",1749723868,1749723873,5,"Sedentary",FALSE,FALSE
89655,"111853_1749724462_1_4032059#1749723873#19#Sedentary",1749723873,1749723892,19,"Sedentary",FALSE,FALSE
89656,"111853_1749724462_1_4032059#1749723892#50#Sedentary",1749723892,1749723942,50,"Sedentary",FALSE,FALSE
89657,"111853_1749724462_1_4032059#1749723942#58#Sedentary",1749723942,1749724000,58,"Sedentary",FALSE,FALSE
89658,"111853_1749724462_1_4032059#1749724000#93#Sedentary",1749724000,1749724093,93,"Sedentary",FALSE,FALSE
89659,"111853_1749724462_1_4032059#1749724093#22#Sedentary",1749724093,1749724115,22,"Sedentary",FALSE,FALSE
89660,"111853_1749724462_1_4032059#1749724115#39#Sedentary",1749724115,1749724154,39,"Sedentary",FALSE,FALSE
89661,"111853_1749724462_1_4032059#1749724154#25#Sedentary",1749724154,1749724179,25,"Sedentary",FALSE,FALSE
89662,"111853_1749724462_1_4032059#1749724179#23#Sedentary",1749724179,1749724202,23,"Sedentary",FALSE,FALSE
89663,"111853_1749724462_1_4032059#1749724202#48#Sedentary",1749724202,1749724250,48,"Sedentary",FALSE,FALSE
89664,"111853_1749724462_1_4032059#1749724250#22#Sedentary",1749724250,1749724272,22,"Sedentary",FALSE,FALSE
89665,"111853_1749724462_1_4032059#1749724272#40#Sedentary",1749724272,1749724312,40,"Sedentary",FALSE,FALSE
89666,"111853_1749724462_1_4032059#1749724312#35#Sedentary",1749724312,1749724347,35,"Sedentary",FALSE,FALSE
89667,"111853_1749724462_1_4032059#1749724347#98#Sedentary",1749724347,1749724445,98,"Sedentary",FALSE,FALSE
89668,"111853_1749724462_1_4032059#1749724445#52#Sedentary",1749724445,1749724497,52,"Sedentary",FALSE,FALSE
89669,"111853_1749724462_1_4032059#1749724497#30#Sedentary",1749724497,1749724527,30,"Sedentary",FALSE,FALSE
89670,"111853_1749724462_1_4032059#1749724527#11#Sedentary",1749724527,1749724538,11,"Sedentary",FALSE,FALSE
89671,"111853_1749724462_1_4032059#1749724538#18#Sedentary",1749724538,1749724556,18,"Sedentary",FALSE,FALSE
89672,"111853_1749724462_1_4032059#1749724556#46#Sedentary",1749724556,1749724602,46,"Sedentary",FALSE,FALSE
89673,"111853_1749724462_1_4032059#1749724602#14#Sedentary",1749724602,1749724616,14,"Sedentary",FALSE,FALSE
89674,"111853_1749724462_1_4032059#1749724616#42#Sedentary",1749724616,1749724658,42,"Sedentary",FALSE,FALSE
89675,"111853_1749724462_1_4032059#1749724658#10#Sedentary",1749724658,1749724668,10,"Sedentary",FALSE,FALSE
89676,"111853_1749724462_1_4032059#1749724668#45#Sedentary",1749724668,1749724713,45,"Sedentary",FALSE,FALSE
89677,"111853_1749724462_1_4032059#1749724713#17#Sedentary",1749724713,1749724730,17,"Sedentary",FALSE,FALSE
89678,"111853_1749724462_1_4032059#1749724730#20#Sedentary",1749724730,1749724750,20,"Sedentary",FALSE,FALSE
89679,"111853_1749724462_1_4032059#1749724750#32#Sedentary",1749724750,1749724782,32,"Sedentary",FALSE,FALSE
89680,"111853_1749724462_1_4032059#1749724782#16#Sedentary",1749724782,1749724798,16,"Sedentary",FALSE,FALSE
89681,"111853_1749724462_1_4032059#1749724798#33#Sedentary",1749724798,1749724831,33,"Sedentary",FALSE,FALSE
89682,"111853_1749724462_1_4032059#1749724831#46#Sedentary",1749724831,1749724877,46,"Sedentary",FALSE,FALSE
89683,"111853_1749724462_1_4032059#1749724877#44#Sedentary",1749724877,1749724921,44,"Sedentary",FALSE,FALSE
89684,"111853_1749724462_1_4032059#1749724921#33#Sedentary",1749724921,1749724954,33,"Sedentary",FALSE,FALSE
89685,"111853_1749724462_1_4032059#1749724954#10#Sedentary",1749724954,1749724964,10,"Sedentary",FALSE,FALSE
89686,"111853_1749724462_1_4032059#1749724964#24#Sedentary",1749724964,1749724988,24,"Sedentary",FALSE,FALSE
89687,"111853_1749724462_1_4032059#1749724988#11#Sedentary",1749724988,1749724999,11,"Sedentary",FALSE,FALSE
89688,"111853_1749724462_1_4032059#1749724999#53#Sedentary",1749724999,1749725052,53,"Sedentary",FALSE,FALSE
89689,"111853_1749724462_1_4032059#1749725052#34#Sedentary",1749725052,1749725086,34,"Sedentary",FALSE,FALSE
89690,"111853_1749724462_1_4032059#1749725086#28#Sedentary",1749725086,1749725114,28,"Sedentary",FALSE,FALSE
89691,"111853_1749724462_1_4032059#1749725114#10#Sedentary",1749725114,1749725124,10,"Sedentary",FALSE,FALSE
89692,"111853_1749724462_1_4032059#1749725124#44#Sedentary",1749725124,1749725168,44,"Sedentary",FALSE,FALSE
89693,"111853_1749724462_1_4032059#1749725168#19#Sedentary",1749725168,1749725187,19,"Sedentary",FALSE,FALSE
89694,"111853_1749724462_1_4032059#1749725187#9#Sedentary",1749725187,1749725196,9,"Sedentary",FALSE,FALSE
89695,"111853_1749724462_1_4032059#1749725196#21#Sedentary",1749725196,1749725217,21,"Sedentary",FALSE,FALSE
89696,"111853_1749724462_1_4032059#1749725217#44#Sedentary",1749725217,1749725261,44,"Sedentary",FALSE,FALSE
89697,"111853_1749724462_1_4032059#1749725261#6#Sedentary",1749725261,1749725267,6,"Sedentary",FALSE,FALSE
89698,"111853_1749724462_1_4032059#1749725267#11#Sedentary",1749725267,1749725278,11,"Sedentary",FALSE,FALSE
89699,"111853_1749724462_1_4032059#1749725278#18#Sedentary",1749725278,1749725296,18,"Sedentary",FALSE,FALSE
89700,"111853_1749724462_1_4032059#1749725296#28#Sedentary",1749725296,1749725324,28,"Sedentary",FALSE,FALSE
89701,"111853_1749724462_1_4032059#1749725324#59#Sedentary",1749725324,1749725383,59,"Sedentary",FALSE,FALSE
89702,"111853_1749724462_1_4032059#1749725383#20#Sedentary",1749725383,1749725403,20,"Sedentary",FALSE,FALSE
89703,"111853_1749724462_1_4032059#1749725403#11#Sedentary",1749725403,1749725414,11,"Sedentary",FALSE,FALSE
89704,"111853_1749724462_1_4032059#1749725414#58#SlowWalk",1749725414,1749725472,58,"SlowWalk",FALSE,FALSE
89705,"111853_1749724462_1_4032059#1749725472#7#Active",1749725472,1749725479,7,"Active",FALSE,FALSE
89706,"111853_1749724462_1_4032059#1749725479#43#Sedentary",1749725479,1749725522,43,"Sedentary",FALSE,FALSE
89707,"111853_1749724462_1_4032059#1749725522#11#Active",1749725522,1749725533,11,"Active",FALSE,FALSE
89708,"111853_1749724462_1_4032059#1749725533#7#Active",1749725533,1749725540,7,"Active",FALSE,FALSE
89709,"111853_1749724462_1_4032059#1749725540#26#Active",1749725540,1749725566,26,"Active",FALSE,FALSE
89710,"111853_1749724462_1_4032059#1749725566#117#Active",1749725566,1749725683,117,"Active",FALSE,FALSE
89711,"111853_1749724462_1_4032059#1749725683#267#Sedentary",1749725683,1749725950,267,"Sedentary",FALSE,FALSE
89712,"111853_1749724462_1_4032059#1749725950#10#Sedentary",1749725950,1749725960,10,"Sedentary",FALSE,FALSE
89713,"111853_1749724462_1_4032059#1749725960#53#Active",1749725960,1749726013,53,"Active",FALSE,FALSE
89714,"111853_1749724462_1_4032059#1749726013#12#Sedentary",1749726013,1749726025,12,"Sedentary",FALSE,FALSE
89715,"111853_1749724462_1_4032059#1749726025#34#Sedentary",1749726025,1749726059,34,"Sedentary",FALSE,FALSE
89716,"111853_1749724462_1_4032059#1749726059#27#Active",1749726059,1749726086,27,"Active",FALSE,FALSE
89717,"111853_1749724462_1_4032059#1749726086#23#Active",1749726086,1749726109,23,"Active",FALSE,FALSE
89718,"111853_1749724462_1_4032059#1749726109#10#Active",1749726109,1749726119,10,"Active",FALSE,FALSE
89719,"111853_1749724462_1_4032059#1749726119#98#Sedentary",1749726119,1749726217,98,"Sedentary",FALSE,FALSE
89720,"111853_1749724462_1_4032059#1749726217#17#Sedentary",1749726217,1749726234,17,"Sedentary",FALSE,FALSE
89721,"111853_1749724462_1_4032059#1749726234#9#Sedentary",1749726234,1749726243,9,"Sedentary",FALSE,FALSE
89722,"111853_1749724462_1_4032059#1749726243#20#Sedentary",1749726243,1749726263,20,"Sedentary",FALSE,FALSE
89723,"111853_1749724462_1_4032059#1749726263#39#Sedentary",1749726263,1749726302,39,"Sedentary",FALSE,FALSE
89724,"111853_1749724462_1_4032059#1749726302#31#Sedentary",1749726302,1749726333,31,"Sedentary",FALSE,FALSE
89725,"111853_1749724462_1_4032059#1749726333#8#Sedentary",1749726333,1749726341,8,"Sedentary",FALSE,FALSE
89726,"111853_1749724462_1_4032059#1749726341#14#Sedentary",1749726341,1749726355,14,"Sedentary",FALSE,FALSE
89727,"111853_1749724462_1_4032059#1749726355#16#Sedentary",1749726355,1749726371,16,"Sedentary",FALSE,FALSE
89728,"111853_1749724462_1_4032059#1749726371#86#Sedentary",1749726371,1749726457,86,"Sedentary",FALSE,FALSE
89729,"111853_1749724462_1_4032059#1749726457#9#Sedentary",1749726457,1749726466,9,"Sedentary",FALSE,FALSE
89730,"111853_1749724462_1_4032059#1749726466#10#Sedentary",1749726466,1749726476,10,"Sedentary",FALSE,FALSE
89731,"111853_1749724462_1_4032059#1749726476#54#Sedentary",1749726476,1749726530,54,"Sedentary",FALSE,FALSE
89732,"111853_1749724462_1_4032059#1749726530#5#Sedentary",1749726530,1749726535,5,"Sedentary",FALSE,FALSE
89733,"111853_1749724462_1_4032059#1749726535#20#Active",1749726535,1749726555,20,"Active",FALSE,FALSE
89734,"111853_1749724462_1_4032059#1749726555#16#Sedentary",1749726555,1749726571,16,"Sedentary",FALSE,FALSE
89735,"111853_1749724462_1_4032059#1749726571#82#Sedentary",1749726571,1749726653,82,"Sedentary",FALSE,FALSE
89736,"111853_1749724462_1_4032059#1749726653#31#Sedentary",1749726653,1749726684,31,"Sedentary",FALSE,FALSE
89737,"111853_1749724462_1_4032059#1749726684#12#Sedentary",1749726684,1749726696,12,"Sedentary",FALSE,FALSE
89738,"111853_1749724462_1_4032059#1749726696#11#Sedentary",1749726696,1749726707,11,"Sedentary",FALSE,FALSE
89739,"111853_1749724462_1_4032059#1749726707#115#Active",1749726707,1749726822,115,"Active",FALSE,FALSE
89740,"111853_1749724462_1_4032059#1749726822#19#Sedentary",1749726822,1749726841,19,"Sedentary",FALSE,FALSE
89741,"111853_1749724462_1_4032059#1749726841#163#Sedentary",1749726841,1749727004,163,"Sedentary",FALSE,FALSE
89742,"111853_1749724462_1_4032059#1749727004#13#Sedentary",1749727004,1749727017,13,"Sedentary",FALSE,FALSE
89743,"111853_1749724462_1_4032059#1749727017#96#Sedentary",1749727017,1749727113,96,"Sedentary",FALSE,FALSE
89744,"111853_1749724462_1_4032059#1749727113#7#Sedentary",1749727113,1749727120,7,"Sedentary",FALSE,FALSE
89745,"111853_1749724462_1_4032059#1749727120#60#Sedentary",1749727120,1749727180,60,"Sedentary",FALSE,FALSE
89746,"111853_1749724462_1_4032059#1749727180#48#Sedentary",1749727180,1749727228,48,"Sedentary",FALSE,FALSE
89747,"111853_1749724462_1_4032059#1749727228#27#Sedentary",1749727228,1749727255,27,"Sedentary",FALSE,FALSE
89748,"111853_1749724462_1_4032059#1749727255#211#Sedentary",1749727255,1749727466,211,"Sedentary",FALSE,FALSE
89749,"111853_1749724462_1_4032059#1749727466#13#Active",1749727466,1749727479,13,"Active",FALSE,FALSE
89750,"111853_1749724462_1_4032059#1749727479#23#Sedentary",1749727479,1749727502,23,"Sedentary",FALSE,FALSE
89751,"111853_1749724462_1_4032059#1749727502#56#Sedentary",1749727502,1749727558,56,"Sedentary",FALSE,FALSE
89752,"111853_1749724462_1_4032059#1749727558#10#Sedentary",1749727558,1749727568,10,"Sedentary",FALSE,FALSE
89753,"111853_1749724462_1_4032059#1749727568#29#Sedentary",1749727568,1749727597,29,"Sedentary",FALSE,FALSE
89754,"111853_1749724462_1_4032059#1749727597#45#Sedentary",1749727597,1749727642,45,"Sedentary",FALSE,FALSE
89755,"111853_1749724462_1_4032059#1749727642#39#Sedentary",1749727642,1749727681,39,"Sedentary",FALSE,FALSE
89756,"111853_1749724462_1_4032059#1749727681#64#Sedentary",1749727681,1749727745,64,"Sedentary",FALSE,FALSE
89757,"111853_1749724462_1_4032059#1749727745#9#Sedentary",1749727745,1749727754,9,"Sedentary",FALSE,FALSE
89758,"111853_1749724462_1_4032059#1749727754#15#Sedentary",1749727754,1749727769,15,"Sedentary",FALSE,FALSE
89759,"111853_1749724462_1_4032059#1749727769#27#Sedentary",1749727769,1749727796,27,"Sedentary",FALSE,FALSE
89760,"111853_1749724462_1_4032059#1749727796#16#Sedentary",1749727796,1749727812,16,"Sedentary",FALSE,FALSE
89761,"111853_1749724462_1_4032059#1749727812#24#Sedentary",1749727812,1749727836,24,"Sedentary",FALSE,FALSE
89762,"111853_1749724462_1_4032059#1749727836#20#Sedentary",1749727836,1749727856,20,"Sedentary",FALSE,FALSE
89763,"111853_1749724462_1_4032059#1749727856#29#Sedentary",1749727856,1749727885,29,"Sedentary",FALSE,FALSE
89764,"111853_1749724462_1_4032059#1749727885#24#Sedentary",1749727885,1749727909,24,"Sedentary",FALSE,FALSE
89765,"111853_1749724462_1_4032059#1749727909#81#Sedentary",1749727909,1749727990,81,"Sedentary",FALSE,FALSE
89766,"111853_1749724462_1_4032059#1749727990#11#Sedentary",1749727990,1749728001,11,"Sedentary",FALSE,FALSE
89767,"111853_1749724462_1_4032059#1749728001#18#Sedentary",1749728001,1749728019,18,"Sedentary",FALSE,FALSE
89768,"111853_1749724462_1_4032059#1749728019#34#Sedentary",1749728019,1749728053,34,"Sedentary",FALSE,FALSE
89769,"111853_1749724462_1_4032059#1749728053#24#Sedentary",1749728053,1749728077,24,"Sedentary",FALSE,FALSE
89770,"111853_1749724462_1_4032059#1749728077#5#Sedentary",1749728077,1749728082,5,"Sedentary",FALSE,FALSE
89771,"111853_1749724462_1_4032059#1749728082#23#Sedentary",1749728082,1749728105,23,"Sedentary",FALSE,FALSE
89772,"111853_1749724462_1_4032059#1749728105#67#Sedentary",1749728105,1749728172,67,"Sedentary",FALSE,FALSE
89773,"111853_1749724462_1_4032059#1749728172#30#Sedentary",1749728172,1749728202,30,"Sedentary",FALSE,FALSE
89774,"111853_1749724462_1_4032059#1749728202#11#Sedentary",1749728202,1749728213,11,"Sedentary",FALSE,FALSE
89775,"111853_1749724462_1_4032059#1749728213#26#Sedentary",1749728213,1749728239,26,"Sedentary",FALSE,FALSE
89776,"111853_1749724462_1_4032059#1749728239#15#Sedentary",1749728239,1749728254,15,"Sedentary",FALSE,FALSE
89777,"111853_1749724462_1_4032059#1749728254#18#Active",1749728254,1749728272,18,"Active",FALSE,FALSE
89778,"111853_1749724462_1_4032059#1749728272#29#Sedentary",1749728272,1749728301,29,"Sedentary",FALSE,FALSE
89779,"111853_1749724462_1_4032059#1749728301#55#Sedentary",1749728301,1749728356,55,"Sedentary",FALSE,FALSE
89780,"111853_1749724462_1_4032059#1749728356#23#Active",1749728356,1749728379,23,"Active",FALSE,FALSE
89781,"111853_1749724462_1_4032059#1749728379#18#Sedentary",1749728379,1749728397,18,"Sedentary",FALSE,FALSE
89782,"111853_1749724462_1_4032059#1749728397#12#Sedentary",1749728397,1749728409,12,"Sedentary",FALSE,FALSE
89783,"111853_1749724462_1_4032059#1749728409#21#Sedentary",1749728409,1749728430,21,"Sedentary",FALSE,FALSE
89784,"111853_1749724462_1_4032059#1749728430#45#Sedentary",1749728430,1749728475,45,"Sedentary",FALSE,FALSE
89785,"111853_1749724462_1_4032059#1749728475#42#Sedentary",1749728475,1749728517,42,"Sedentary",FALSE,FALSE
89786,"111853_1749724462_1_4032059#1749728517#141#Sedentary",1749728517,1749728658,141,"Sedentary",FALSE,FALSE
89787,"111853_1749724462_1_4032059#1749728658#113#Sedentary",1749728658,1749728771,113,"Sedentary",FALSE,FALSE
89788,"111853_1749724462_1_4032059#1749728771#7#Sedentary",1749728771,1749728778,7,"Sedentary",FALSE,FALSE
89789,"111853_1749724462_1_4032059#1749728778#40#Sedentary",1749728778,1749728818,40,"Sedentary",FALSE,FALSE
89790,"111853_1749724462_1_4032059#1749728818#55#Sedentary",1749728818,1749728873,55,"Sedentary",FALSE,FALSE
89791,"111853_1749724462_1_4032059#1749728873#35#Sedentary",1749728873,1749728908,35,"Sedentary",FALSE,FALSE
89792,"111853_1749724462_1_4032059#1749728908#28#Sedentary",1749728908,1749728936,28,"Sedentary",FALSE,FALSE
89793,"111853_1749724462_1_4032059#1749728936#9#Sedentary",1749728936,1749728945,9,"Sedentary",FALSE,FALSE
89794,"111853_1749724462_1_4032059#1749728945#24#Sedentary",1749728945,1749728969,24,"Sedentary",FALSE,FALSE
89795,"111853_1749724462_1_4032059#1749728969#30#Sedentary",1749728969,1749728999,30,"Sedentary",FALSE,FALSE
89796,"111853_1749724462_1_4032059#1749728999#78#Sedentary",1749728999,1749729077,78,"Sedentary",FALSE,FALSE
89797,"111853_1749724462_1_4032059#1749729077#16#Sedentary",1749729077,1749729093,16,"Sedentary",FALSE,FALSE
89798,"111853_1749724462_1_4032059#1749729093#13#Active",1749729093,1749729106,13,"Active",FALSE,FALSE
89799,"111853_1749724462_1_4032059#1749729106#42#Sedentary",1749729106,1749729148,42,"Sedentary",FALSE,FALSE
89800,"111853_1749724462_1_4032059#1749729148#14#Sedentary",1749729148,1749729162,14,"Sedentary",FALSE,FALSE
89801,"111853_1749724462_1_4032059#1749729162#38#Sedentary",1749729162,1749729200,38,"Sedentary",FALSE,FALSE
89802,"111853_1749724462_1_4032059#1749729200#23#Sedentary",1749729200,1749729223,23,"Sedentary",FALSE,FALSE
89803,"111853_1749724462_1_4032059#1749729223#20#Sedentary",1749729223,1749729243,20,"Sedentary",FALSE,FALSE
89804,"111853_1749724462_1_4032059#1749729243#9#Sedentary",1749729243,1749729252,9,"Sedentary",FALSE,FALSE
89805,"111853_1749724462_1_4032059#1749729252#28#Sedentary",1749729252,1749729280,28,"Sedentary",FALSE,FALSE
89806,"111853_1749724462_1_4032059#1749729280#6#Sedentary",1749729280,1749729286,6,"Sedentary",FALSE,FALSE
89807,"111853_1749724462_1_4032059#1749729286#9#Sedentary",1749729286,1749729295,9,"Sedentary",FALSE,FALSE
89808,"111853_1749724462_1_4032059#1749729295#30#Sedentary",1749729295,1749729325,30,"Sedentary",FALSE,FALSE
89809,"111853_1749724462_1_4032059#1749729325#17#Sedentary",1749729325,1749729342,17,"Sedentary",FALSE,FALSE
